City,Household_Size,Seasonal_Index,Garden_Area,Avg_Rainfall,Household_Income,Previous_Day_Usage,City_Population,Daily_Water_Used,Avg_Water_Table,Suitability
Mumbai,,0.741,191.74,2200,82300,168.118,,,1760,Suitable
Ahmedabad,5,0.9,141.726,600,139300,233.934,8000000,234.4,480,Suitable
Jaipur,1,1.2,194.24,,112100,294.92,3500000,290.01,440,Suitable
Jaipur,6,0.83,127.14,550,38700,208.3,3500000,208.1,440,Suitable
Lucknow,2,0.934,142.352,1000,75400,119.5,4500000,,800,Suitable
Delhi,6,,198.685,800,138500,210.802,19000000,215.17,640,Suitable
Hyderabad,6,0.9,49.438,850,67600,288.1,10000000,291.624,680,
Ahmedabad,2,0.8,171.63,600,116700,,8000000,115.15,480,Suitable
Jaipur,1,1.28,102.7,550,140000,231.6,3500000,240.7,440,Suitable
Bangalore,3,1,49.1,900,88200,103.155,12000000,106.54,720,Suitable
Chennai,6,0.63,183.9,1400,53000,145.4,11000000,144.732,1120,Suitable
Bangalore,1,0.5,,900,148100,137.22,12000000,136.1,720,Suitable
Hyderabad,3,1.4,16.31,850,52700,238.21,10000000,238.662,680,Suitable
Ahmedabad,1,1.47,155.2,600,106700,132.6,8000000,133.4,480,Suitable
Jaipur,1,1.09,99.836,550,120200,270.9,3500000,272.4,440,Suitable
Lucknow,5,1,174,1000,62000,171.8,4500000,160.53,800,Suitable
Chennai,4,1.18,147.698,1400,125800,201.698,11000000,,1120,Suitable
Mumbai,2,1.213,18,2200,58500,137.2,,141,1760,Suitable
Jaipur,6,1.03,39.24,550,74400,122.6,3500000,130.56,440,Suitable
Jaipur,5,0.734,21.37,550,31100,219.375,3500000,220.484,440,
Hyderabad,5,0.8,,850,129800,116.77,10000000,130.216,,Suitable
Jaipur,4,0.509,1139.994672,550,392000,622.0267106,3500000,964.0149426,440,Suitable
Ahmedabad,6,1.3,100.25,600,,196.559,8000000,191.737,480,Suitable
Delhi,2,1.4,137.7,800,75300,172.654,19000000,163.89,640,Suitable
Ahmedabad,4,0.61,98.41,600,105300,,,246.421,480,Suitable
Mumbai,1,1.246,170.04,2200,76300,151.24,20400000,154.909,1760,Suitable
Delhi,2,1.349,195.4,800,85800,186.631,19000000,183.3,640,Suitable
Jaipur,1,1.129,58.7,550,131800,244.926,3500000,242.64,440,Suitable
Jaipur,5,0.6,18,550,93500,183.64,3500000,187.8,440,Suitable
Chennai,1,1.229,148.9,,122700,144.066,11000000,135.92,1120,Suitable
Jaipur,3,0.502,50.77,550,37100,187.32,3500000,178.716,440,Suitable
Pune,4,1.412,151.3,,,145.44,7300000,147.36,520,Suitable
Mumbai,3,0.81,,2200,84100,238.16,20400000,239.8,1760,Suitable
Kolkata,,1.211,134.721,1600,92500,251.7,14800000,251.693,1280,Suitable
Lucknow,6,1.5,104.2,1000,102200,112.5,4500000,116.5,800,Suitable
Chennai,4,1.5,55.31,,130400,113.1,11000000,116.3,1120,Suitable
Bangalore,2,1.4,162.04,900,33500,255.748,12000000,264.613,720,Suitable
Delhi,4,0.653,19,800,,214.1,19000000,216.149,640,Suitable
Kolkata,,1.3,78.4,1600,23500,100.4,14800000,97.08,1280,Suitable
Lucknow,6,0.9,71.8,1000,96800,214.013,4500000,207.42,800,Suitable
Jaipur,1,0.5,16.4,550,134400,178.8,3500000,180.4,440,Suitable
Ahmedabad,3,0.8,129.085,600,132900,215.19,8000000,222.93,480,Suitable
Pune,4,1,25.9,650,75200,145.317,7300000,143.911,520,Suitable
Delhi,6,,180.856,800,20400,216.9,19000000,216.49,640,Suitable
Delhi,5,1.3,178.13,800,91700,184.3,19000000,177.42,640,
Delhi,4,0.85,43,800,101500,175.1,19000000,178.258,640,Suitable
Mumbai,5,0.77,61.34,2200,110400,176.363,20400000,177.4,1760,Suitable
Delhi,4,1.408,144.922,800,44400,103.3,19000000,99.4,640,
Chennai,2,0.952,99,1400,120100,221.4,11000000,233.4,1120,Suitable
Lucknow,5,1.4,85.9,1000,125600,281.888,4500000,287.809,800,Suitable
Ahmedabad,1,0.7,69.986,600,90500,186.6,8000000,180.86,480,Suitable
Chennai,6,0.8,178.53,1400,71000,298.986,11000000,290.5,1120,Suitable
Chennai,6,1.445,,1400,124800,101.6,11000000,99.1,1120,Suitable
Pune,2,,15.23,650,33300,252.1,7300000,255.742,520,Suitable
Ahmedabad,4,1.2,171.8,600,70800,183.756,8000000,181.602,480,Suitable
Pune,5,1,,650,40700,217.244,7300000,,520,Suitable
Delhi,2,0.83,89,800,76700,267.064,19000000,269.762,640,Suitable
Delhi,1,1.37,144.861,800,132200,242.459,,244.068,640,Suitable
Chennai,4,1.382,,1400,57500,270.153,11000000,276.2,1120,Suitable
Chennai,1,0.73,169.862,1400,81600,172.406,11000000,172.268,1120,Suitable
Delhi,6,1.3,97.4,800,130500,182.11,19000000,192.9,640,Suitable
Hyderabad,5,1.4,36.234,850,49400,150.371,10000000,152.5,680,Suitable
Lucknow,6,1.28,58.34,1000,135300,183.205,4500000,183.1,800,Suitable
Mumbai,5,1.21,10.8,2200,88900,219.532,20400000,215.3,1760,Suitable
Kolkata,1,1.486,50.12,1600,76700,214.9,14800000,207.806,1280,Suitable
Jaipur,3,0.67,183.05,550,105800,229.887,3500000,,440,Suitable
Bangalore,1,0.86,16.908,900,85700,275.659,12000000,275.4,720,Suitable
Ahmedabad,3,0.809,126.37,600,42200,171.6,8000000,174.659,480,Suitable
Pune,1,0.76,43.4,650,109700,144.8,7300000,150.139,520,Suitable
Ahmedabad,1,0.991,18.631,600,80700,260.3,8000000,261.112,480,Suitable
Delhi,3,0.5,43.165,800,124400,199.602,19000000,204.2,640,Suitable
Kolkata,1,0.55,66.7,1600,131200,194.264,14800000,187.3,,
Bangalore,1,0.5,36.211,900,63200,240.448,12000000,246.2,720,Suitable
Chennai,3,1.2,114.81,1400,60000,162.29,11000000,157.89,1120,Suitable
Chennai,1,0.85,,1400,100900,136.989,11000000,141.227,1120,Suitable
Pune,1,1.301,126,650,52700,,7300000,193,520,Suitable
Lucknow,6,1.014,23.8,1000,103800,163.573,4500000,166.439,800,Suitable
Jaipur,3,0.6,197.54,550,53200,,3500000,218.8,440,
Lucknow,5,1.49,71.061,1000,37700,169.84,4500000,171.894,800,Suitable
Kolkata,2,1.24,127.37,1600,22800,145.4,14800000,139.7,1280,Suitable
Lucknow,5,0.85,165.54,1000,23800,102.93,4500000,105,800,Suitable
Pune,1,1.1,53.978,650,133600,274.9,7300000,272.482,520,Suitable
Bangalore,2,1.1,78.192,900,36200,294.93,12000000,298.092,720,Suitable
Bangalore,5,0.954,92.5,900,96400,225,12000000,221.36,720,Suitable
Bangalore,2,1.125,88.744,900,89800,,12000000,147.3,720,Suitable
Chennai,3,0.87,137.33,1400,52100,218.9,11000000,219.7,1120,Suitable
Hyderabad,5,1.204,175.53,850,75300,247.4,10000000,245.115,680,Suitable
Kolkata,3,1.03,174.705,1600,100100,127.94,14800000,138,1280,Suitable
Jaipur,5,0.917,127.42,550,,153.1,3500000,143,440,Suitable
Kolkata,4,,16.317,1600,22500,291.9,14800000,291.4,1280,Suitable
Kolkata,4,1,,1600,113600,158.501,14800000,167.08,,Suitable
Lucknow,2,1.21,121.19,1000,122000,171.6,4500000,166.3,800,Suitable
Mumbai,3,0.8,199.8,,116800,123.52,20400000,121.756,1760,Suitable
Kolkata,5,0.7,59.5,1600,107700,181.053,14800000,191.1,1280,Suitable
Pune,1,0.7,29.116,650,126600,297.72,7300000,296.871,520,Suitable
Mumbai,6,1.262,67.433,2200,83000,172.25,20400000,164.4,1760,Suitable
Hyderabad,2,1.019,127.27,850,127600,127.586,10000000,123.2,680,Suitable
Pune,2,1.5,169,650,80000,240.053,7300000,234.6,520,Suitable
Kolkata,4,0.8,181.656,1600,135800,157.9,14800000,157.948,1280,
Ahmedabad,5,0.6,39.4,600,22900,198.104,,202.295,480,Suitable
Chennai,2,0.63,52.037,1400,138600,227.42,11000000,221.1,1120,Suitable
Lucknow,1,1.42,102.07,1000,26000,216.499,4500000,212.6,,Suitable
Delhi,2,0.6,122.04,800,38700,175.36,19000000,173.55,640,Suitable
Jaipur,,1.39,33.9,550,66900,243.138,3500000,241.8,440,Suitable
Jaipur,5,0.61,146.41,550,35100,229.42,3500000,232.34,440,Suitable
Pune,4,0.75,129.897,650,144700,222.9,7300000,226.45,520,Suitable
Jaipur,2,1.22,180.9,550,67600,259.33,3500000,265.4,440,Suitable
Mumbai,5,0.7,130.5,2200,22200,299.002,20400000,298.791,1760,Suitable
Bangalore,1,0.8,114.618,900,119400,207.63,12000000,202.66,720,Suitable
Ahmedabad,4,0.89,89,600,104100,173.7,8000000,181.222,480,Suitable
Delhi,,0.62,181.3,800,67200,155.524,19000000,157.84,640,Suitable
Jaipur,2,1.3,177.18,550,55500,287.72,3500000,286.45,440,Suitable
Jaipur,6,0.982,24.8,550,46900,299.935,3500000,298.38,440,Suitable
Pune,5,1.246,156.275,650,68900,270.45,7300000,268.35,520,Suitable
Kolkata,1,1.04,103.947,1600,73900,235.56,14800000,234.71,,Suitable
Chennai,1,,38.575,1400,113800,259.3,11000000,266.791,1120,Suitable
Lucknow,1,,102.67,1000,101100,171.9,4500000,166.51,800,Suitable
Lucknow,6,1.228,37.01,1000,56500,119.4,4500000,121.7,800,
Lucknow,1,1.414,52.946,1000,114000,278.575,4500000,277.9,800,Suitable
Lucknow,4,0.97,89.189,1000,130800,123.023,4500000,118.46,800,Suitable
Hyderabad,1,1.197,134.6,,77100,118.7,10000000,119.4,680,Suitable
Delhi,12,0.61,1015.705704,800,704000,1041.809416,19000000,1274.827306,640,Suitable
Kolkata,6,1.2,58.972,1600,40700,126.303,14800000,131.121,1280,Suitable
Chennai,,0.891,76.241,1400,81200,217.236,11000000,227.72,1120,Suitable
Chennai,4,0.9,143,,141200,195.617,11000000,201.32,1120,Suitable
Pune,3,1.5,128.1,650,141100,215.968,7300000,,520,Suitable
Ahmedabad,,1.3,58.89758625,600,886800,745.0333059,8000000,532.3336825,480,Suitable
Jaipur,6,1.32,37.7,550,40700,264.65,3500000,271.589,440,Suitable
Jaipur,3,1.29,14.17,550,83300,110.275,,105.58,440,Suitable
Kolkata,2,1.03,80.57,1600,51700,146.9,14800000,138.9,1280,Suitable
Hyderabad,5,0.536,178.024,850,70200,172.2,10000000,165.1,680,Suitable
Mumbai,4,1.124,105.9,2200,97000,252.54,20400000,251.978,1760,Suitable
Bangalore,3,1.2,24.3,900,100800,232.13,12000000,237.7,720,Suitable
Kolkata,3,,117.69,1600,131600,141.555,14800000,141.105,1280,Suitable
Mumbai,4,1.286,,2200,47400,128.7,,123.68,1760,Suitable
Bangalore,1,0.594,29.43,900,107400,238,12000000,238.44,,Suitable
Chennai,4,1,126.06,1400,142800,233.9,11000000,235.53,1120,Suitable
Hyderabad,5,1.38,126.52,850,106800,251.712,10000000,248.24,680,Suitable
Kolkata,2,0.62,19.6,1600,127200,114.298,14800000,125.2,1280,Suitable
Lucknow,2,1,124.1,1000,43900,204.5,4500000,204.816,800,Suitable
Chennai,2,1.4,169.153,1400,,297.96,,295.9,1120,Suitable
Mumbai,4,1.31,55.2,2200,39000,180.604,,176.8,1760,Suitable
Kolkata,4,0.8,161.2,1600,50600,273.605,14800000,271.73,1280,Suitable
Kolkata,6,,80.26,1600,120700,234.5,14800000,234.9,1280,Suitable
Pune,6,0.51,141.934,650,74900,180.79,7300000,186.383,520,Suitable
Delhi,6,0.76,105.93,800,124300,177.63,19000000,173.457,640,Suitable
Chennai,5,0.8,153.216,1400,146300,124.925,11000000,119.7,1120,Suitable
Kolkata,3,1,114.3,1600,89600,134.08,14800000,139.932,1280,Suitable
Jaipur,4,0.921,121.826,550,53800,244.87,3500000,242.4,440,Suitable
Jaipur,1,1.1,32.23,550,140500,169.032,3500000,173.58,440,Suitable
Delhi,2,1.26,180.49,800,81100,239.41,19000000,,640,Suitable
Kolkata,5,1.141,199.23,1600,,,,252.4,1280,Suitable
Lucknow,4,1.119,193.3,1000,91300,251.6,4500000,243.25,800,Suitable
Delhi,4,0.65,,800,49000,225.4,19000000,228.354,640,Suitable
Delhi,5,1.4,183.8,800,32400,192,19000000,187.595,640,Suitable
Mumbai,3,0.9,64.21,2200,148600,263.7,20400000,262.7,1760,Suitable
Mumbai,4,1.2,15.239,2200,23300,,20400000,197,1760,Suitable
Ahmedabad,3,1.275,51.427,600,50000,198.62,8000000,199.2,480,Suitable
Chennai,1,1.17,170.73,1400,30700,,11000000,202.009,1120,Suitable
Bangalore,3,0.8,89.5,900,148400,190.348,12000000,191,,Suitable
Delhi,6,1.2,67.12,800,134100,208.91,19000000,210.3,640,Suitable
Mumbai,5,1.317,122.7,2200,109400,152.871,20400000,153.44,1760,Suitable
Hyderabad,2,0.559,11.3,850,108500,186.88,10000000,189.2,680,Suitable
Ahmedabad,6,0.8,29.017,600,91900,226.2,8000000,227.64,480,Suitable
Kolkata,6,0.6,188,1600,102200,245.7,14800000,246.426,1280,Suitable
Chennai,3,0.772,50.303,1400,110500,198,11000000,201.63,1120,Suitable
Kolkata,2,1.082,94.87,1600,115100,210,14800000,210.31,1280,Suitable
Ahmedabad,6,,45.833,600,28900,285,8000000,281.351,480,Suitable
Pune,4,1.3,67.217,650,80800,245,7300000,242.02,520,Suitable
Jaipur,1,0.6,134,550,85700,152.86,3500000,151.3,440,Suitable
Chennai,6,0.91,108.417,1400,70000,229.7,11000000,229.9,1120,Suitable
Jaipur,1,1.225,14.198,550,90500,174.814,3500000,177.1,440,Suitable
Hyderabad,1,1.058,140.4,850,131800,268.316,10000000,271.24,680,Suitable
Kolkata,2,,133.5,1600,141200,122.38,14800000,122,1280,Suitable
Pune,,0.596,59.96,650,140100,117.45,7300000,115.472,520,Suitable
Hyderabad,3,0.76,166.71,850,112100,139.5,10000000,146.4,680,Suitable
Bangalore,3,0.6,135.997,900,99000,286.4,12000000,288.982,720,Suitable
Kolkata,4,1.03,142.06,1600,99200,201.5,14800000,201.38,1280,Suitable
Ahmedabad,4,0.695,10.3,600,88600,119.26,,119.544,480,Suitable
Pune,1,0.593,,650,28900,,7300000,,520,Suitable
Chennai,5,1,11.22,1400,35700,247.3,11000000,244.8,1120,Suitable
Pune,4,1.38,44.931,650,123900,262.8,7300000,269.6,520,Suitable
Kolkata,4,1.49,159.427,1600,124400,188.7,14800000,185.3,1280,Suitable
Mumbai,,1.39,56.33,2200,147300,194.012,20400000,196.49,1760,Suitable
Hyderabad,4,1.1,193.4,850,20300,298.224,10000000,294.306,680,Suitable
Pune,1,0.563,116.2,650,101600,251.48,7300000,265.507,520,Suitable
Jaipur,6,0.519,,550,90300,253.5,3500000,255.114,440,Suitable
Hyderabad,,0.673,110.47,850,104400,192.83,10000000,185.8,680,Suitable
Jaipur,1,0.6,195.99,550,104700,259.55,3500000,250.76,440,Suitable
Pune,5,0.567,98.3,650,34800,196.222,,196.7,520,Suitable
Mumbai,5,0.789,191.85,2200,128200,139.13,,147.969,1760,Suitable
Hyderabad,3,0.8,110.15,850,30700,247.508,10000000,254.2,680,Suitable
Ahmedabad,4,1.13,90.382,600,113200,269.11,8000000,282.54,480,Suitable
Hyderabad,2,0.68,92.824,850,34000,219,10000000,209.16,680,Suitable
Chennai,6,0.775,160.6,1400,77400,134.245,11000000,133.23,1120,Suitable
Pune,4,1.069,181.7,650,,257.58,7300000,255.2,520,Suitable
Bangalore,3,0.97,193.627,900,138300,195.06,12000000,194.223,720,Suitable
Kolkata,5,1.099,144.12,1600,39300,129.8,14800000,134.4,1280,Suitable
Delhi,3,0.81,181.85,800,50200,153.1,19000000,152.6,640,Suitable
Lucknow,1,0.8,185.29,1000,102700,,4500000,205.4,800,Suitable
Bangalore,4,0.8,171.548,900,118400,192.6,12000000,199.8,,Suitable
Jaipur,2,0.98,101.34,550,127800,188,3500000,189.2,440,Suitable
Ahmedabad,6,1.21,39.037,600,93600,189.4,8000000,188.16,480,Suitable
Ahmedabad,,0.852,,600,112000,293.18,8000000,298.238,480,Suitable
Lucknow,1,1.3,87.85,1000,75100,151.54,4500000,151.736,800,Suitable
Mumbai,5,1.411,37.7,2200,35400,228.2,20400000,233.2,1760,
Chennai,5,,91.93,1400,96800,298.139,11000000,293.722,1120,
Kolkata,4,0.556,84.204,1600,111000,107.454,14800000,112.06,1280,Suitable
Bangalore,3,1.04,174.2,900,34700,263.08,12000000,253.6,720,Suitable
Delhi,6,0.68,86.98,800,26300,143.861,19000000,140.5,640,Suitable
Hyderabad,5,1.02,126.86,850,81000,177.3,10000000,,680,Suitable
Lucknow,4,0.6,120.75,1000,149900,113,4500000,109.851,800,Suitable
Mumbai,5,,,2200,35900,247.67,20400000,,1760,Suitable
Ahmedabad,5,1,133.6,600,118600,111.7,8000000,108.658,480,Suitable
Delhi,2,0.718,121.2,800,101600,149,19000000,147.9,640,Suitable
Ahmedabad,1,0.946,101.79,600,37400,255.7,8000000,258.2,480,Suitable
Pune,2,1.38,91.63,650,115400,206.3,7300000,202.18,520,Suitable
Lucknow,6,1.367,74.8,1000,42600,232.655,4500000,233.29,800,Suitable
Mumbai,5,1.47,102.265,2200,26300,173.73,20400000,,1760,Suitable
Hyderabad,1,,59.796,850,88400,173.1,10000000,170.56,680,Suitable
Jaipur,1,1.056,48.887,550,59400,287.8,3500000,282.87,440,Suitable
Mumbai,2,0.854,187.3,2200,,243,,249.8,1760,Suitable
Kolkata,5,1.348,113.843,1600,149400,144.86,14800000,143.726,1280,Suitable
Hyderabad,1,0.6,28.04,850,111900,151.2,10000000,147.16,680,Suitable
Bangalore,4,1,184.8,900,120100,119.505,12000000,125.705,720,Suitable
Mumbai,1,1.441,91.2,2200,50500,294.76,20400000,297.1,1760,Suitable
Hyderabad,2,1.2,197.51,850,79000,130.928,10000000,136.95,680,Suitable
Bangalore,6,0.9,93.16,900,96200,215.7,12000000,224.135,720,Suitable
Mumbai,4,1.01,47.857,2200,68800,199.133,20400000,194.026,1760,Suitable
Delhi,5,0.7,154.826,800,99800,146.9,19000000,148.29,,Suitable
Jaipur,3,1.321,172.24,550,,256.83,3500000,249.9,440,Suitable
Delhi,5,1.1,17.5,800,24700,269.82,19000000,261.657,640,Suitable
Kolkata,2,0.54,66.1,1600,76100,158.983,14800000,160.46,1280,Suitable
Hyderabad,5,,110.1,850,40000,129.8,10000000,131.4,680,Suitable
Bangalore,4,1.1,79.7,900,115600,278.11,12000000,280.78,720,Suitable
Pune,5,1.334,74.13,650,143500,135.906,7300000,145.01,520,Suitable
Mumbai,1,1.06,25.401,2200,104500,106.726,20400000,112.2,1760,Suitable
Pune,4,1.1,155.86,650,45300,180.9,7300000,188.5,520,Suitable
Mumbai,6,,168.7,2200,80400,175.5,20400000,179.68,,Suitable
Kolkata,3,1.2,,1600,39200,133.5,14800000,135.3,1280,Suitable
Pune,4,1.4,83.88,650,146000,184.94,7300000,192.27,520,Suitable
Bangalore,4,0.8,86.057,900,,250.7,12000000,254.325,720,Suitable
Chennai,5,,164.3,1400,59700,207.2,11000000,207.7,1120,Suitable
Delhi,5,,185.4,800,66100,,19000000,,640,Suitable
Bangalore,3,1.3,56.2,900,132400,217.019,12000000,220.58,720,Suitable
Ahmedabad,,1.13,,600,114300,107.2,8000000,109.78,480,Suitable
Lucknow,2,1.23,,1000,70100,133.373,,135.529,800,Suitable
Kolkata,1,0.7,168.375,1600,46000,232.58,14800000,234.6,1280,Suitable
Jaipur,5,1.3,16.986,550,20500,295.6,3500000,293.9,440,Suitable
Mumbai,2,,176.3,2200,63600,237.302,20400000,232.216,1760,Suitable
Bangalore,9,0.87,547.7159522,900,394200,352.5230228,12000000,612.0419984,,
Pune,,0.808,116.821,650,56500,207.7,7300000,205.851,520,Suitable
Lucknow,12,1.2,137.5390688,1000,252400,1353.761567,4500000,1274.890581,800,Suitable
Chennai,1,1.1,66.201,1400,29900,285.1,11000000,284.3,1120,Suitable
Ahmedabad,6,1.07,174.51,600,128400,,8000000,139.063,480,Suitable
Pune,1,0.9,121.6,650,101300,149.139,,,520,Suitable
Delhi,4,1.43,33.18,800,83600,173,19000000,179.38,640,Suitable
Chennai,4,1.06,151.06,1400,91000,184.52,,185.1,1120,Suitable
Lucknow,,0.803,60.4,1000,127900,161.42,4500000,160.061,800,Suitable
Hyderabad,4,1.1,187.953,850,122500,198.651,10000000,198.17,680,Suitable
Hyderabad,4,1.435,,850,139200,233.321,10000000,235.95,,Suitable
Lucknow,6,1.5,51.624,1000,118000,133.99,4500000,139.934,800,Suitable
Hyderabad,3,1.48,185.6,850,53700,137.84,10000000,143.83,680,Suitable
Kolkata,1,0.682,77.2,1600,109000,200.017,14800000,196.28,1280,Suitable
Bangalore,3,1.244,114.23,900,149200,106.311,,106,720,Suitable
Mumbai,3,0.691,182.522,2200,31400,281.4,20400000,285.75,1760,Suitable
Bangalore,1,0.667,144.848,900,44100,181.55,12000000,178.69,720,Suitable
Ahmedabad,3,1.3,130.781,600,118000,179.2,8000000,185.51,480,Suitable
Bangalore,5,1.4,116.3,900,130900,290.6,,285.1,720,Suitable
Bangalore,2,1.4,102.91,900,81300,174.2,12000000,180.95,720,Suitable
Delhi,6,1.166,111.567,800,60900,280,19000000,279.28,640,Suitable
Mumbai,2,1.39,166.09,2200,106700,227.7,20400000,227.5,,Suitable
Bangalore,2,1.4,36,900,69100,141.47,12000000,133.1,720,Suitable
Mumbai,3,0.85,164.19,2200,75100,147.3,,140.59,1760,Suitable
Jaipur,3,1.3,69.3,550,103300,221,3500000,222.2,440,Suitable
Hyderabad,1,0.5,131.3,850,97500,280.9,10000000,275.36,680,Suitable
Pune,6,0.51,129.47,650,89600,131.68,7300000,125.5,520,Suitable
Delhi,1,0.7,39.74,800,36100,119.007,19000000,115.4,640,Suitable
Hyderabad,,1.3,82.5,850,28000,193.3,10000000,186.6,680,Suitable
Mumbai,2,0.8,154.315,2200,132200,221.3,20400000,226.123,1760,Suitable
Hyderabad,2,1.3,132,850,93800,200.638,10000000,206.102,680,Suitable
Bangalore,1,1.5,132.047,900,66100,284.365,12000000,282.6,720,Suitable
Pune,5,0.956,44.33,650,49000,160.917,7300000,164.9,520,Suitable
Bangalore,6,1.2,103.4,900,59500,244.359,12000000,243.88,720,Suitable
Ahmedabad,2,0.722,148.86,600,68800,287.542,8000000,283.9,480,Suitable
Bangalore,2,1.4,14.54,900,79100,194.4,12000000,198.31,720,Suitable
Pune,4,1.091,97.56,650,70200,240.821,7300000,241,520,Suitable
Chennai,3,0.97,182.51,1400,,118.936,11000000,120.07,1120,Suitable
Jaipur,4,1.3,,550,125100,276.6,3500000,272.63,440,Suitable
Mumbai,6,0.66,198.2,2200,144900,224.531,20400000,221.81,1760,Suitable
Jaipur,3,0.897,112.2,550,139400,169.37,3500000,168,440,
Ahmedabad,3,0.7,47.9,600,134100,189.7,8000000,189.577,480,Suitable
Jaipur,4,1.096,54.544,,126600,210.8,3500000,219.248,440,Suitable
Hyderabad,1,1.34,69.535,850,51900,298.4,10000000,298.7,680,
Lucknow,5,0.59,199.5,1000,142800,108.9,4500000,,800,Suitable
Delhi,6,1.325,184.24,800,90100,297.531,19000000,296.971,640,Suitable
Pune,5,0.788,126.8,650,47900,147.033,7300000,143.62,520,Suitable
Delhi,3,1.2,163.958,,145100,148.238,19000000,147.715,640,Suitable
Pune,2,0.83,80.724,650,110600,256.2,7300000,257.9,520,Suitable
Mumbai,2,0.658,186.526,2200,27200,268.07,20400000,264.6,1760,Suitable
Jaipur,4,0.938,113.5,550,81200,217.81,3500000,221.8,440,Suitable
Mumbai,4,0.749,60.91,2200,93900,150.97,20400000,153.59,1760,Suitable
Bangalore,4,1.4,170.494,,116600,268.63,12000000,270.32,720,Suitable
Bangalore,2,1.2,45.309,900,37500,227.481,12000000,221.3,720,Suitable
Delhi,4,1.2,11.1,800,,293.215,19000000,290.8,640,
Kolkata,3,1.3,81.386,1600,28600,218.206,14800000,210.5,1280,Suitable
Kolkata,2,1.4,72.7,1600,95000,110.6,14800000,109.67,1280,Suitable
Lucknow,5,,176.4,1000,30300,169.6,4500000,180.91,800,Suitable
Kolkata,6,1.2,90.869,1600,116800,283.2,14800000,278.96,1280,Suitable
Ahmedabad,4,1.42,143.266,600,115400,238.2,8000000,236.2,480,Suitable
Hyderabad,5,0.51,130.07,,106100,144.55,10000000,144.1,680,Suitable
Hyderabad,4,1.31,165.26,850,96500,287.4,10000000,287.3,680,Suitable
Bangalore,6,0.704,505.6061878,900,521100,1421.558769,12000000,995.1466599,720,Suitable
Kolkata,3,0.6,47.9,1600,89700,271.961,14800000,275.167,1280,Suitable
Lucknow,6,0.788,156.3,1000,32400,138.1,4500000,138.4,800,Suitable
Pune,5,0.91,24.4,650,69100,199.01,7300000,207.7,520,Suitable
Bangalore,6,,38.8,900,73600,116.45,12000000,119.1,720,Suitable
Mumbai,5,0.66,143.875,2200,55600,133.42,20400000,129.35,1760,Suitable
Kolkata,6,0.556,188.8,1600,128400,283,14800000,287.76,1280,Suitable
Bangalore,3,0.99,169.04,900,,150.4,,155.969,720,Suitable
Kolkata,2,1,160.96,1600,53800,203.368,14800000,206.247,1280,Suitable
Ahmedabad,6,1.4,189.038,600,128800,142.7,8000000,146.73,480,Suitable
Lucknow,1,0.984,47.72,1000,59000,178.86,4500000,181.8,800,Suitable
Delhi,4,1.153,172.41,800,31400,174.5,19000000,177.6,640,Suitable
Chennai,2,1.13,159.62,1400,132200,112.869,11000000,117.798,1120,Suitable
Lucknow,3,0.805,126.04,1000,87500,252.83,4500000,252.85,800,Suitable
Kolkata,5,0.772,85.39,1600,79500,239.273,14800000,232.879,1280,
Mumbai,4,0.837,129.243,2200,49500,136.6,20400000,131.83,,Suitable
Mumbai,6,0.7,195.971,2200,44900,117.5,20400000,117.158,1760,Suitable
Delhi,3,1.149,156.438,800,58900,254.2,19000000,255.87,640,Suitable
Jaipur,6,1.193,90.18,,97200,256.56,3500000,249.673,440,Suitable
Mumbai,3,1.26,34,2200,114600,194.251,,192,1760,Suitable
Bangalore,3,0.765,100,900,88200,134.9,12000000,136.8,720,Suitable
Mumbai,6,1.2,72.6,2200,115600,286.21,20400000,285.4,1760,Suitable
Chennai,2,0.93,182.35,1400,106200,237,11000000,240.34,1120,Suitable
Delhi,3,1.196,167.721,800,40700,202.33,19000000,211.997,640,Suitable
Bangalore,6,0.8,20.4,900,83200,103.5,12000000,111.4,720,Suitable
Kolkata,,0.887,79.43,1600,63800,126.22,14800000,119.9,1280,Suitable
Lucknow,2,0.9,118.801,1000,85000,267.5,4500000,266.054,800,Suitable
Delhi,1,0.57,184.925,800,104800,102.752,19000000,105.5,640,Suitable
Chennai,3,1.49,167.988,1400,50400,151.78,11000000,155.064,1120,Suitable
Hyderabad,1,1.19,33.599,850,134400,114.22,10000000,108.96,680,Suitable
Chennai,3,1.122,123.27,1400,108600,255.327,11000000,248.78,1120,Suitable
Pune,6,1.4,153.55,650,60700,185.734,7300000,,520,Suitable
Pune,6,0.5,13.238,650,137900,271.731,7300000,278.182,520,
Hyderabad,6,0.85,75.821,850,50600,294.24,10000000,295.314,680,Suitable
Ahmedabad,5,1.1,175.7,600,130400,125.408,8000000,128.7,480,Suitable
Mumbai,4,1.47,157.15,2200,100300,219.88,20400000,221.08,1760,Suitable
Lucknow,5,1.23,106.879,1000,53900,241.2,4500000,244.38,800,Suitable
Jaipur,6,0.79,113.8,550,140000,144.579,3500000,142.066,440,Suitable
Jaipur,3,1.3,11.567,550,49700,213.565,3500000,219.424,440,Suitable
Lucknow,12,0.96,546.5687075,1000,750400,1196.088553,4500000,708.7860011,800,Suitable
Chennai,3,1,49.9,1400,35400,191.676,11000000,187.715,1120,Suitable
Hyderabad,1,0.6,54,850,79700,113.93,10000000,112.59,680,Suitable
