City,Household_Size,Seasonal_Index,Garden_Area,Avg_Rainfall,Household_Income,Previous_Day_Usage,City_Population,Daily_Water_Used,Avg_Water_Table,Suitability
Delhi,4,,45.1,800,129600,282.9,19000000,276.95,640,Suitable
Bangalore,4,1.286,161.39,900,132700,131.223,12000000,130.72,720,Suitable
Mumbai,6,0.9,187.29,2200,122700,,20400000,178.611,1760,Suitable
Kolkata,5,1.48,90.53,1600,53400,180.45,14800000,,,Suitable
Chennai,4,1.34,14.835,1400,30600,155.487,11000000,,1120,Suitable
Pune,6,1.4,180.12,650,26200,205.6,7300000,206.47,520,Suitable
Kolkata,3,1,113.81,1600,22500,294.3,14800000,286.5,1280,Suitable
Jaipur,3,0.902,98.6,550,54000,220.311,3500000,230.34,440,Suitable
Chennai,2,1.1,38.6,1400,136900,252.2,11000000,256.11,1120,Suitable
Hyderabad,6,0.6,51.324,850,85300,282.476,10000000,283.013,680,Suitable
Chennai,5,0.621,104.55,1400,131900,198.591,11000000,199.423,1120,Suitable
Mumbai,2,0.6,508.1205863,2200,648200,292.3171613,20400000,376.5980652,1760,Suitable
Delhi,5,1.3,149.86,800,65200,268.91,19000000,264.9,640,Suitable
Delhi,4,0.78,170.55,800,141200,253.13,19000000,247.7,640,Suitable
Jaipur,3,0.691,185.6,550,47400,186.009,3500000,188.041,440,
Chennai,4,1.5,118.57,1400,70600,165.22,11000000,165.972,1120,Suitable
Kolkata,1,,105.28,1600,108900,144.98,14800000,144.632,1280,Suitable
Jaipur,2,0.736,54.88,550,33500,160.7,3500000,156.3,440,Suitable
Pune,1,0.539,127.79,650,29900,210.7,7300000,210.14,520,Suitable
Jaipur,,0.9,18.4,550,42700,256.57,3500000,261.1,440,
Jaipur,5,1.138,134.49,550,42700,190.353,3500000,189.03,440,Suitable
Hyderabad,2,1.026,56.9,850,58900,256.5,10000000,257.455,680,Suitable
Lucknow,3,0.79,78.35,1000,137100,210.7,4500000,217.4,800,Suitable
Mumbai,3,1.16,18.669,2200,145600,,20400000,203.6,,Suitable
Hyderabad,4,0.774,65.7,850,114500,180.21,10000000,183.3,680,Suitable
Delhi,5,1.476,89.61,800,,200.688,19000000,198.875,640,Suitable
Delhi,5,1.326,34.9,800,34000,264.2,19000000,261.74,640,Suitable
Bangalore,1,0.74,160.67,900,62500,100.78,12000000,99.83,720,Suitable
Bangalore,6,1.5,72.438,900,119400,246.5,12000000,243.85,720,Suitable
Kolkata,2,0.75,54.2,1600,49800,194.6,14800000,201.43,1280,Suitable
Delhi,5,0.88,112.072,800,99100,122.23,19000000,122.555,640,Suitable
Lucknow,3,1.31,147.91,1000,145900,290.27,4500000,296.5,800,Suitable
Hyderabad,2,0.7,25.4,850,36100,294,10000000,294,680,Suitable
Pune,,1,82.921,650,55900,149.358,7300000,153.401,520,Suitable
Lucknow,2,0.817,101.07,1000,87900,178.75,4500000,183.331,800,Suitable
Bangalore,6,0.69,80.8,900,76000,189,12000000,188.915,720,Suitable
Chennai,3,0.74,65.21,1400,111700,184.299,11000000,186.85,1120,Suitable
Lucknow,1,1.1,146.127,1000,41200,165.6,4500000,160.826,800,
Lucknow,3,1.41,94.791,1000,104600,154.111,4500000,156.96,800,Suitable
Lucknow,5,0.93,187.2,1000,20200,270.6,4500000,268.5,800,Suitable
Lucknow,4,1.37,81,1000,33900,123.6,,120.877,800,Suitable
Lucknow,3,1.37,37.4,1000,51900,273,4500000,274.513,800,Suitable
Bangalore,3,0.53,21.026,900,67100,138.33,12000000,138.84,720,Suitable
Delhi,6,1.01,181.7,800,58400,101.4,19000000,97.71,640,Suitable
Jaipur,6,,,550,102500,227.094,3500000,232.078,440,Suitable
Lucknow,3,0.6,116.6,,50400,207.547,4500000,210.407,800,Suitable
Lucknow,1,1.1,87.79,1000,56100,104.4,4500000,106.901,800,Suitable
Mumbai,4,,141.849,2200,88500,277.64,20400000,271.98,1760,Suitable
Delhi,5,1.084,128.74,800,81800,212.3,19000000,206.4,640,Suitable
Jaipur,5,1.38,114.5,550,58600,103.22,3500000,102.186,440,Suitable
Pune,2,1,,650,129200,289.816,7300000,294.077,520,
Pune,4,0.747,117.555,650,100600,218.7,7300000,212.699,520,Suitable
Chennai,5,0.99,187.977,1400,115900,128.27,11000000,130.79,1120,Suitable
Ahmedabad,3,0.937,48.779,600,29600,156,8000000,156.9,480,Suitable
Hyderabad,3,1.47,153.588,850,39900,262.002,10000000,264.3,,Suitable
Mumbai,3,0.7,15.84,2200,49100,178.7,,181.604,1760,Suitable
Delhi,4,0.6,47.38,800,133100,197.5,19000000,195.4,640,Suitable
Delhi,3,0.52,15.34,800,119200,149.92,,148.2,640,Suitable
Ahmedabad,6,0.8,115.42,600,31800,216.6,8000000,210.1,480,Suitable
Chennai,,1.5,136.2,1400,139800,167.29,11000000,157.8,1120,Suitable
Kolkata,,0.97,113,1600,28000,145,14800000,155.649,1280,Suitable
Bangalore,,0.5,55.119,900,76100,198.59,12000000,202.81,720,Suitable
Chennai,,1.1,193.28,1400,33700,137.2,11000000,135.287,1120,Suitable
Jaipur,6,1.3,196.944,550,124500,242.58,3500000,240.081,440,Suitable
Chennai,5,0.7,120.21,1400,73700,110.893,11000000,105.629,1120,Suitable
Ahmedabad,6,1.309,83.6,600,90500,215.74,8000000,218.08,480,Suitable
Ahmedabad,4,1.33,15.274,600,49600,278.3,8000000,283.4,480,Suitable
Hyderabad,3,0.729,44.3,850,99600,265.46,10000000,261.047,680,Suitable
Mumbai,2,1.07,168.88,2200,25400,213.591,20400000,,1760,Suitable
Lucknow,5,0.5,170.664,1000,92500,101.5,4500000,100.1,800,Suitable
Pune,1,0.7,153.2,650,121000,124.88,7300000,119.8,520,Suitable
Ahmedabad,1,1.378,162.494,600,113000,273.8,8000000,271.402,480,Suitable
Hyderabad,5,0.85,93.55,850,138200,110.22,10000000,111.5,680,Suitable
Bangalore,1,0.736,138.78,900,35800,179.64,12000000,,720,Suitable
Pune,4,0.9,37.24,650,86500,250.202,7300000,,520,Suitable
Kolkata,3,1.2,143.6,1600,71600,291.4,14800000,290.55,1280,Suitable
Delhi,2,1.2,17.752,800,52700,126.56,19000000,125.8,640,Suitable
Bangalore,,,63.9,900,,188.886,12000000,192.12,720,Suitable
Kolkata,1,1,188.2,1600,114000,249.205,14800000,260.98,1280,Suitable
Pune,2,1.387,98.5,650,80400,137.39,,140.4,520,Suitable
Bangalore,2,1.3,70.1,900,145000,265.85,12000000,262.6,720,Suitable
Hyderabad,2,0.6,195.6,850,29900,291.593,10000000,281.587,680,Suitable
Kolkata,3,1.4,13.783,1600,105400,133.15,14800000,132.9,1280,Suitable
Delhi,8,1.407,398.5311965,800,279000,576.9358141,19000000,,640,Suitable
Lucknow,3,1.287,83.23,,105600,116.1,4500000,111.342,800,Suitable
Hyderabad,2,0.59,20.06,850,101100,254,10000000,,680,Suitable
Jaipur,3,1.08,86.8,550,125600,297.32,3500000,302.2,,Suitable
Delhi,4,1.04,180.8,800,75400,216.078,19000000,218.26,640,Suitable
Mumbai,1,0.9,66.1,2200,143100,189.67,20400000,192.737,1760,Suitable
Chennai,6,1.356,32.34,1400,50300,217.5,11000000,219.74,1120,Suitable
Mumbai,6,1.028,33.04,2200,40700,115.535,20400000,114.31,1760,Suitable
Ahmedabad,6,,71.69,600,51200,228.422,8000000,231.194,480,
Lucknow,2,0.87,96.4,,54400,214.7,4500000,206.7,800,Suitable
Jaipur,4,0.585,161.73,550,74400,176.79,3500000,180.29,440,
Jaipur,6,1.057,39.58,,20500,237.4,3500000,239.4,440,Suitable
Chennai,5,0.6,36.83,1400,142700,209.5,11000000,,1120,Suitable
Kolkata,1,1,107.089,1600,82500,119.66,14800000,118.9,1280,Suitable
Chennai,5,1.29,28.07,1400,141500,220.342,11000000,224.55,1120,Suitable
Ahmedabad,1,0.644,73.035,,38600,259.2,,257.1,480,Suitable
Mumbai,3,0.505,64.84,2200,77600,276.6,20400000,272.325,1760,Suitable
Jaipur,2,0.6,135.419,550,86200,142.02,3500000,141.073,440,Suitable
Mumbai,4,0.87,91.56,2200,23100,264.227,,265.3,1760,Suitable
Delhi,1,0.612,145.841,800,139600,207.53,19000000,208.498,640,Suitable
Lucknow,1,0.7,108.643,1000,42300,127.257,4500000,134.2,800,Suitable
Bangalore,5,0.6,99.667,900,127700,118.009,12000000,113.1,720,Suitable
Ahmedabad,4,1.35,99.11,600,24300,117.8,8000000,123.867,480,Suitable
Bangalore,,1.09,22.97,900,85300,247.9,12000000,251.53,720,Suitable
Ahmedabad,6,0.64,109.6,600,112900,,8000000,199.3,480,Suitable
Pune,2,1.293,184.2,650,100700,109.2,7300000,113.2,520,Suitable
Lucknow,,0.6,122,1000,66400,273.382,4500000,,800,
Delhi,1,1.2,176.82,800,84000,,19000000,133.4,640,Suitable
Lucknow,5,0.8,24.143,1000,36200,287.687,4500000,286.8,800,Suitable
Kolkata,,0.6,93.44,1600,73300,125.21,14800000,120.61,1280,Suitable
Ahmedabad,2,1.3,18.4,600,55300,249.5,8000000,244.91,480,Suitable
Bangalore,4,1.19,101.06,900,52400,133.954,12000000,131.192,,Suitable
Ahmedabad,6,1.292,160.3,600,129200,175.193,8000000,175.3,480,Suitable
Kolkata,8,0.528,690.9528541,1600,575200,540.5341142,14800000,361.7730725,1280,Suitable
Ahmedabad,4,,,600,,207.88,8000000,207.22,480,Suitable
Lucknow,6,1.16,193.332,1000,23200,167.57,4500000,166.49,800,
Hyderabad,2,0.52,177.2,850,90000,164.15,10000000,162.2,680,Suitable
Ahmedabad,3,1.3,67.47,,,210.2,8000000,210.35,480,Suitable
Pune,4,0.83,66,650,146600,154.8,7300000,149.6,520,Suitable
Pune,1,0.92,127.35,650,65600,218.94,,223.68,520,Suitable
Jaipur,1,1.33,141.08,550,120200,201.82,3500000,201.3,440,Suitable
Pune,6,0.64,68.362,650,60100,220.8,7300000,224.59,520,Suitable
Ahmedabad,3,,50.041,600,72800,263.5,8000000,269.72,480,Suitable
Ahmedabad,2,,,600,56300,114.608,8000000,110.38,,Suitable
Hyderabad,1,0.769,133.938,850,74900,146.59,10000000,150.61,680,Suitable
Pune,,0.584,64.3,,28900,222.7,7300000,223.05,520,Suitable
Mumbai,2,1.27,199.81,2200,66200,118.51,20400000,121,1760,Suitable
Ahmedabad,4,0.6,156.46,600,77800,184.02,8000000,,480,
Delhi,3,0.746,56.454,800,34200,194.895,19000000,193.755,640,Suitable
Delhi,2,0.96,76.69,800,103800,182.8,19000000,172.6,640,
Bangalore,5,0.6,161.57,900,59000,122.528,12000000,120.8,720,Suitable
Hyderabad,6,1.06,56.61,850,69600,244.869,10000000,250.26,680,Suitable
Kolkata,,0.69,41.95,1600,139400,241.04,14800000,247.26,1280,Suitable
Mumbai,4,0.9,104.39,2200,116000,129.44,,138.741,,Suitable
Ahmedabad,4,1.085,158.37,600,46600,209.48,8000000,208.629,480,Suitable
Lucknow,3,1.4,126.6,1000,48900,265.99,4500000,263.7,800,Suitable
Chennai,3,1.169,19.648,1400,26100,214,11000000,214.17,1120,Suitable
Chennai,5,1.47,194.4,1400,45900,154.69,11000000,,1120,Suitable
Kolkata,1,0.5,95.63,1600,84500,215.2,14800000,211.22,1280,Suitable
Jaipur,1,1,154.44,550,86600,117.97,3500000,123.963,,Suitable
Lucknow,4,0.7,13.086,1000,125100,256.25,4500000,260.2,800,Suitable
Chennai,4,1.25,85.6,1400,128100,154.497,11000000,156.558,1120,Suitable
Kolkata,1,1.5,110.15,1600,143800,264.37,14800000,264.7,1280,Suitable
Chennai,3,0.88,96.835,1400,52500,193.4,11000000,191.861,1120,Suitable
Hyderabad,1,1.045,57.74,850,,257.73,10000000,244.137,680,Suitable
Bangalore,2,0.8,68.5,900,39300,108.337,12000000,102.27,720,Suitable
Jaipur,4,1.1,,550,112000,205.95,3500000,,440,Suitable
Hyderabad,6,1.33,42.45,,26700,132.735,10000000,133.662,680,Suitable
Lucknow,1,1.359,121.7,1000,101300,242.82,4500000,238,800,Suitable
Kolkata,,1.42,17.97,1600,91200,156.692,14800000,156.35,1280,Suitable
Mumbai,2,1.1,183.191,2200,74500,228.374,20400000,228.27,1760,Suitable
Lucknow,,1.046,160.766,1000,72700,157.975,4500000,162.1,800,Suitable
Lucknow,4,0.66,65,1000,80400,190.26,4500000,191.6,800,Suitable
Pune,2,0.58,77.929,650,66900,168.603,7300000,168.131,520,Suitable
Mumbai,5,1.2,60.39,2200,47400,272.808,20400000,267.661,1760,Suitable
Delhi,6,0.51,20.8,800,93400,,19000000,126.9,640,Suitable
Pune,1,0.6,101.38,650,33100,296.932,7300000,290.848,520,
Kolkata,3,0.67,117.15,1600,122600,152.744,14800000,156.27,1280,Suitable
Delhi,2,0.69,12.97,800,87300,114.78,19000000,120.593,640,Suitable
Chennai,3,1.362,70.68,1400,32400,289.3,11000000,287.5,1120,Suitable
Chennai,12,1.29,579.6860843,1400,1149600,724.9284265,,346.7618787,1120,Suitable
Lucknow,1,1.3,102.2,1000,68300,213.878,4500000,215.909,800,Suitable
Pune,3,,177.8,650,116700,227.317,7300000,228.6,520,
Ahmedabad,3,1.44,54.2,600,131100,167.9,8000000,170.219,480,Suitable
Mumbai,4,0.88,,2200,35600,105.6,20400000,105.444,1760,Suitable
Delhi,5,1.055,138.17,800,105800,165.844,19000000,,640,Suitable
Mumbai,2,0.754,93.5,2200,52100,228.9,20400000,224.852,1760,Suitable
Pune,6,0.92,187.03,650,144300,109.83,7300000,108.27,520,Suitable
Lucknow,6,0.64,187.158,,38700,260.9,4500000,264.299,800,Suitable
Hyderabad,6,0.54,130.966,850,138500,246.91,10000000,250.36,680,Suitable
Chennai,1,0.769,64.923,1400,53600,140.924,11000000,,1120,Suitable
Delhi,3,1.076,88.509,800,,220.541,19000000,223.23,640,Suitable
Delhi,5,0.8,135.201,800,70500,255.7,19000000,251.13,640,Suitable
Kolkata,5,0.592,14.5,1600,115100,107.57,14800000,118.9,1280,Suitable
Delhi,2,0.8,79.654,800,41700,175.99,19000000,169.4,640,Suitable
Pune,6,0.581,120.55,650,,136.438,7300000,144.68,520,Suitable
Delhi,1,0.8,107.197,800,75400,179.6,,181.44,640,Suitable
Delhi,2,,,800,100500,240.12,19000000,238.54,640,
Mumbai,5,0.98,94.809,2200,97000,205.108,20400000,213.32,1760,
Lucknow,3,1.393,111.02,1000,111200,267.2,4500000,268.9,800,Suitable
Bangalore,3,1.26,46.6,,37500,191.736,12000000,183.36,720,Suitable
Delhi,5,1.277,110.3,800,97600,275,19000000,274.42,640,Suitable
Ahmedabad,4,1.4,88.6,600,79500,226.83,8000000,222,,Suitable
Lucknow,1,0.951,140.53,,108300,269.9,4500000,273.9,800,Suitable
Jaipur,3,1.389,75.9,,130800,,3500000,145.904,440,Suitable
Kolkata,1,0.965,41.14,1600,122400,273.26,14800000,276.8,1280,Suitable
Mumbai,2,,152.023,2200,83600,245.16,20400000,244.7,1760,Suitable
Kolkata,5,,119.4,1600,111100,276.2,14800000,264.39,1280,Suitable
Hyderabad,1,1.2,86.715,850,133600,197.712,10000000,192.2,680,Suitable
Delhi,4,1.1,43.7,800,22200,217.73,19000000,210,640,Suitable
Chennai,5,0.8,191.9,1400,115200,254.2,11000000,266.965,1120,Suitable
Ahmedabad,4,0.9,100.53,600,138100,235.2,8000000,225.66,480,Suitable
Mumbai,2,0.91,156.63,2200,115400,,20400000,161.84,1760,Suitable
Kolkata,1,1.2,47.4,1600,148000,230.2,14800000,235,1280,Suitable
Delhi,4,0.606,116.4,800,95800,237.4,19000000,232.426,640,Suitable
Chennai,1,0.53,,1400,74400,188.856,11000000,191.2,1120,Suitable
Chennai,2,0.7,157.7,1400,,228.3,11000000,217,,Suitable
Hyderabad,,0.737,106.409,850,28100,133.851,10000000,125.211,680,Suitable
Lucknow,1,1.32,133,1000,86800,118.3,4500000,115.3,800,Suitable
Ahmedabad,1,1.146,125.366,600,147600,188.03,8000000,180.5,480,Suitable
Bangalore,4,1.31,12.3,900,84100,114.89,12000000,109.4,720,Suitable
Ahmedabad,6,0.99,23.93,600,132400,146.9,8000000,134.62,480,Suitable
Hyderabad,3,0.99,197.614,850,148200,124.834,10000000,128.6,680,Suitable
Pune,1,1.27,,650,,104.3,7300000,111.185,520,Suitable
Lucknow,4,0.7,64.046,1000,57800,211.9,4500000,209.42,800,Suitable
Mumbai,2,0.503,154.65,2200,26100,157.5,20400000,151.28,1760,Suitable
Lucknow,6,0.663,149.6,1000,107000,159.54,4500000,158.97,800,Suitable
Hyderabad,5,1,162.35,850,27600,225.4,10000000,224.6,680,Suitable
Hyderabad,5,1.25,198.74,850,53200,218.68,10000000,216.3,680,
Mumbai,9,0.88,552.9282794,2200,912100,1233.051753,20400000,1194.505859,1760,Suitable
Mumbai,1,0.9,119.51,2200,128500,291.06,20400000,288.91,1760,Suitable
Mumbai,3,1.215,158.24,2200,134700,282.2,20400000,281.9,1760,Suitable
Lucknow,,0.5,77.62,1000,20300,137.116,4500000,134.889,800,Suitable
Delhi,1,0.7,176.114,,33700,221.403,19000000,213.826,640,Suitable
Kolkata,6,1.4,75.5,1600,144800,298.8,14800000,294,1280,Suitable
Jaipur,3,0.6,130.85,550,28400,118.1,3500000,118.19,440,Suitable
Mumbai,5,0.513,91.42,2200,142100,154.83,20400000,155.79,1760,Suitable
Kolkata,5,1.048,144.798,1600,110500,195.015,14800000,195.896,1280,Suitable
Jaipur,6,1.1,18.1,550,95800,213,3500000,208.8,440,Suitable
Lucknow,4,0.86,183,,32000,265.931,4500000,265.614,800,Suitable
Kolkata,1,1.41,125.78,1600,,255.9,14800000,251.635,1280,Suitable
Mumbai,5,1.32,35.33,2200,98500,206.6,20400000,206.353,1760,Suitable
Bangalore,1,1.4,71.6,900,100000,190.4,12000000,189.41,720,Suitable
Hyderabad,3,1.222,53,850,21300,210.18,10000000,221.466,680,Suitable
Kolkata,1,1.16,106.2,1600,127700,284.08,14800000,280.3,1280,Suitable
Chennai,,0.653,94.269,1400,28500,172.666,11000000,171.1,1120,Suitable
Chennai,4,1.1,189.4,1400,95000,163.99,11000000,165.78,1120,Suitable
Kolkata,4,0.5,135.96,1600,147900,235.97,14800000,242,1280,Suitable
Mumbai,2,1.298,,2200,147800,260.039,20400000,259.2,1760,Suitable
Ahmedabad,1,0.61,187.3,600,138200,206.41,,206.383,480,Suitable
Mumbai,2,0.962,191.578,2200,73100,,20400000,127.88,1760,Suitable
Lucknow,2,,185.076,1000,73500,205.66,4500000,205.19,800,Suitable
Mumbai,6,0.5,130.85,2200,110500,180.513,20400000,181.829,1760,Suitable
Lucknow,1,1.233,31,1000,25000,150.2,4500000,145.83,800,Suitable
Ahmedabad,6,0.6,12.99,600,139600,146.003,8000000,136.2,480,Suitable
Bangalore,3,0.71,178.407,900,92900,109.817,12000000,106.8,720,Suitable
Lucknow,5,1.1,100.213,1000,114200,218.06,4500000,214,800,Suitable
Pune,5,0.76,45.63,650,143400,,7300000,192.2,520,
Chennai,1,1.12,85.08,1400,132300,180.9,11000000,178.395,1120,Suitable
Hyderabad,2,,196.583,850,33300,254.993,10000000,253.82,680,Suitable
Chennai,1,0.9,98.59,1400,55700,230.3,11000000,227.165,1120,Suitable
Lucknow,4,0.564,128.18,1000,115500,210.787,4500000,220.207,,Suitable
Pune,2,0.509,92.12,650,129700,229.1,7300000,237.447,520,Suitable
Delhi,3,0.59,,800,119900,230.8,19000000,227,640,Suitable
Bangalore,3,1.058,145.08,900,127000,233,12000000,225.371,720,Suitable
Bangalore,2,,196.7,900,44100,227.65,12000000,234.31,720,Suitable
Delhi,6,1.39,155.5,800,42100,138.963,19000000,,640,Suitable
Hyderabad,4,0.7,,850,107800,248.27,10000000,252.22,680,
Ahmedabad,4,0.789,170.69,600,66300,119.85,8000000,131.36,480,Suitable
Jaipur,1,1.5,25.29,550,123600,173.3,3500000,172.43,440,Suitable
Pune,3,1.3,108.2,650,119900,249.2,7300000,247.8,520,Suitable
Lucknow,6,0.942,194.67,1000,81300,102.9,4500000,110.14,800,Suitable
Jaipur,3,1.095,79.9,550,124200,,3500000,260.49,440,
Hyderabad,2,0.506,98.37,850,77300,185.55,10000000,180.9,,Suitable
Ahmedabad,,1.11,111.3,600,,258.098,8000000,256.83,480,Suitable
Bangalore,2,0.92,161.094,900,94300,281.82,12000000,288.608,720,Suitable
Lucknow,5,0.7,88.5,1000,59000,,4500000,232.1,800,Suitable
Lucknow,3,0.857,110.47,1000,47500,104.6,4500000,102.2,800,Suitable
Ahmedabad,5,0.723,38.3,600,23300,282.1,8000000,286,480,Suitable
Chennai,2,1.063,86.664,1400,75500,238.704,11000000,242.3,1120,
Pune,1,0.88,,650,,102.1,7300000,102.753,520,Suitable
Ahmedabad,4,0.556,173,600,137600,295.161,8000000,,480,Suitable
Mumbai,3,0.72,66.5,2200,135600,157.8,20400000,163.322,1760,Suitable
Mumbai,5,0.904,108.218,,108300,,20400000,146.7,1760,Suitable
Ahmedabad,2,,199.76,600,26800,131.4,8000000,131.8,480,Suitable
Bangalore,1,1.39,73.87,900,139000,272.1,12000000,274.885,720,Suitable
Ahmedabad,1,0.7,172.295,,138600,204.937,8000000,,480,Suitable
Kolkata,6,1.21,129.805,1600,67300,186.8,14800000,190.7,,Suitable
Hyderabad,1,1.2,107.62,850,91700,115.292,10000000,113.522,680,Suitable
Mumbai,6,0.99,21.3,2200,77300,112.37,20400000,,1760,Suitable
Jaipur,3,1.2,15.63,,23400,193.83,3500000,186.334,440,Suitable
Ahmedabad,2,0.9,193.4,,131900,196.4,8000000,191.4,480,
Mumbai,1,1.2,,2200,126700,208.89,20400000,201.866,1760,Suitable
Hyderabad,6,,70.58,850,60500,,10000000,,680,Suitable
Hyderabad,3,0.858,,850,53500,120.8,10000000,119.1,680,Suitable
Jaipur,6,0.8,17.7,550,135700,227.215,3500000,228.312,440,Suitable
Lucknow,3,0.94,26.579,1000,53300,270.326,4500000,273.625,,Suitable
Kolkata,1,0.9,109.96,,99100,212.8,14800000,218.04,1280,Suitable
Ahmedabad,1,0.73,52.4,600,146800,252.845,8000000,255.04,,Suitable
Delhi,4,1.192,15.81,800,141500,207.423,19000000,201.34,640,Suitable
Ahmedabad,1,0.8,,600,26600,154.76,8000000,163.3,480,Suitable
Lucknow,1,0.7,20.697,1000,122600,236.9,4500000,233.655,800,Suitable
Pune,,0.989,166.227,650,67300,115.71,7300000,115.643,520,Suitable
Chennai,3,0.68,82.83,1400,33700,271.832,11000000,264.1,1120,Suitable
Bangalore,5,0.908,134.7,900,136100,211.36,12000000,,720,Suitable
Lucknow,5,1.082,63.803,1000,43100,272.397,4500000,277,800,Suitable
Hyderabad,1,0.604,178.4,850,131500,117.665,10000000,114.37,680,Suitable
Delhi,5,1.1,144.142,800,,288.454,19000000,287.5,640,Suitable
Bangalore,3,0.603,89.139,900,44400,243.65,12000000,,720,Suitable
Mumbai,5,1.47,18.33,2200,103200,220.99,20400000,219.5,1760,Suitable
Ahmedabad,3,0.734,137.45,600,127900,104.19,8000000,113.3,480,Suitable
Bangalore,5,1.407,103.4,900,32900,221.961,12000000,232.116,720,Suitable
Mumbai,2,0.878,,2200,51200,215.04,20400000,210.859,1760,Suitable
Chennai,2,0.609,63.035,1400,45900,284.18,11000000,280.7,1120,Suitable
Mumbai,2,0.9,195.12,2200,107500,234.825,20400000,236,1760,Suitable
Delhi,6,1.26,49.6,800,126000,169.7,19000000,,640,Suitable
Hyderabad,2,1.44,113.83,850,141600,180.984,10000000,182.9,680,Suitable
Lucknow,4,0.73,177.27,1000,124700,290.43,4500000,286.3,800,Suitable
Jaipur,1,1.2,115.265,,113100,134.64,3500000,132.79,440,Suitable
Lucknow,3,0.7,51.343,1000,43500,232.686,4500000,231.21,800,Suitable
Lucknow,5,0.99,,1000,95900,163.1,4500000,165.3,800,Suitable
Mumbai,5,,132.604,2200,66900,162.3,20400000,160.37,1760,Suitable
Ahmedabad,4,0.98,168.823,600,148500,104.08,8000000,102.66,480,Suitable
Bangalore,3,0.6,29.237,900,95400,232.759,12000000,237.315,720,Suitable
Jaipur,3,,181.121,550,26300,138,3500000,138.927,440,Suitable
Jaipur,3,0.8,59.87,550,113500,217.257,3500000,212.2,440,Suitable
Bangalore,1,0.688,42.939,900,57200,110.475,12000000,106.7,720,Suitable
Bangalore,5,0.67,33.2,900,115900,271.436,12000000,265.6,720,Suitable
Hyderabad,6,,85.4,850,138300,110.6,10000000,117.2,680,Suitable
Delhi,3,1.027,98.333,800,34100,242.7,19000000,247.3,640,Suitable
Chennai,6,0.834,81.5,1400,129000,255.098,11000000,249.686,1120,Suitable
Delhi,2,,52.978,800,138700,185.81,19000000,180.375,640,Suitable
Bangalore,5,1.22,12.62,900,110700,241.2,,244.86,720,Suitable
Ahmedabad,6,0.63,79.439,600,42500,285.87,8000000,281.5,480,Suitable
Kolkata,4,0.8,183.4,1600,92900,135.27,14800000,129.122,1280,
Kolkata,5,1.1,60.66,1600,67900,121.58,14800000,,1280,Suitable
Chennai,5,1.05,185.655,1400,29300,168.783,11000000,162.57,,Suitable
Bangalore,3,1.5,,900,149600,139.19,12000000,127.908,720,
Kolkata,,0.504,183.368,1600,73700,180.8,14800000,184.821,1280,
Chennai,5,0.601,184.2,1400,57500,137.5,11000000,143.705,1120,Suitable
Jaipur,4,1.48,32.535,550,105000,230.197,3500000,232.655,440,Suitable
Chennai,3,0.85,140.3,1400,138000,153.532,11000000,151.085,1120,Suitable
Jaipur,6,0.9,57.253,550,57200,249.28,,247.6,440,Suitable
Hyderabad,3,0.805,20.2,850,119300,257.48,10000000,259.8,680,Suitable
Kolkata,2,1,187.41,,84100,191.36,14800000,,1280,Suitable
Chennai,6,0.602,67.404,1400,128200,,11000000,190.378,1120,Suitable
Chennai,2,0.85,77.085,1400,127400,174.91,11000000,182.028,1120,Suitable
Chennai,3,1.386,102.453,1400,49500,162.85,11000000,163.1,1120,Suitable
Ahmedabad,2,1.2,88.3,600,117900,203.28,8000000,201.09,480,Suitable
Chennai,4,1.086,89.412,1400,53800,273.3,11000000,270,,Suitable
Ahmedabad,4,1.438,151.66,600,68000,240.76,8000000,244.717,480,Suitable
Lucknow,4,0.83,182.5,1000,47500,289.13,4500000,285.3,800,Suitable
Hyderabad,6,,178.28,850,75900,276.9,10000000,276.89,680,Suitable
Lucknow,,1.12,64.461,1000,56400,204,4500000,208.4,800,Suitable
Pune,1,0.869,150.2,650,27900,293.9,7300000,293.7,520,Suitable
Lucknow,1,0.9,102.37,1000,136600,188.2,4500000,187.949,800,Suitable
Bangalore,6,0.6,114.167,900,137700,284.29,12000000,287.42,720,Suitable
Jaipur,2,1.27,40.981,550,135200,264.03,3500000,262.279,,Suitable
Bangalore,6,0.9,86.4,900,25500,101.53,12000000,103.1,720,Suitable
Delhi,1,0.87,177.85,800,40300,162.872,19000000,166.08,640,Suitable
Lucknow,4,1.48,106.6,1000,147200,180.4,4500000,175.352,800,Suitable
Kolkata,3,0.8,32.01,1600,68800,253.986,14800000,,1280,Suitable
Mumbai,1,1.187,89.9,2200,107800,256.63,20400000,247,1760,Suitable
Lucknow,1,1.214,130.318,1000,137000,212.59,4500000,214.427,800,Suitable
Hyderabad,3,1.44,88.33,850,,183.3,10000000,,680,Suitable
Lucknow,6,0.75,85.9,1000,118500,106.86,4500000,109.57,800,Suitable
Ahmedabad,4,0.88,19.9,600,,119.63,8000000,120.7,480,Suitable
Delhi,1,0.807,37.026,800,77300,254.2,19000000,257.99,640,Suitable
Chennai,2,0.84,157.79,1400,130000,232.5,11000000,229.6,,Suitable
Delhi,3,0.72,73.42,800,144300,130.9,19000000,128.75,640,Suitable
Delhi,6,,100.055,800,133100,125.81,19000000,131.204,640,Suitable
Jaipur,1,1.02,175.432,550,92300,246.266,3500000,242.4,440,Suitable
